,,,HOW TO USE THIS FILE
,,,Above the below table are indicated the sample sizes of the null hypotheses used to generate it
,,,as well as the number of independent simulations of the null hypothesis used.
,,,"To find the p-value corresponding to your MIC score, look for the largest number less than your"
,,,score in the left-hand column. The p-value of your score is at most the number in the middle
,,,column of that row + the uncertainty listed in the right column of the same row.

,,,**Note that these p-values are uncorrected. This means that you must correct the p-value you
,,,obtain here to account for the number of tests you performed. We suggest doing this by
,,,controlling the false discovery rate.

n = 80, numTrials = 30000000
0.483060,0.000034062,0.000002088
0.483010,0.000034318,0.000002096
0.482810,0.000034574,0.000002104
0.482700,0.000034831,0.000002112
0.482610,0.000035087,0.000002120
0.482430,0.000035343,0.000002127
0.482310,0.000035599,0.000002135
0.482090,0.000035855,0.000002143
0.481970,0.000036111,0.000002150
0.481760,0.000036367,0.000002158
0.481620,0.000036623,0.000002166
0.481450,0.000036879,0.000002173
0.481230,0.000037135,0.000002181
0.481150,0.000037392,0.000002188
0.481060,0.000037648,0.000002196
0.480870,0.000037904,0.000002203
0.480780,0.000038160,0.000002211
0.480690,0.000038416,0.000002218
0.480540,0.000038672,0.000002225
0.480450,0.000038928,0.000002233
0.480270,0.000039184,0.000002240
0.480180,0.000039440,0.000002247
0.480090,0.000039697,0.000002255
0.479990,0.000039953,0.000002262
0.479880,0.000040209,0.000002269
0.479780,0.000040465,0.000002276
0.479620,0.000040721,0.000002283
0.479580,0.000040977,0.000002291
0.479400,0.000041233,0.000002298
0.479200,0.000041489,0.000002305
0.479070,0.000041745,0.000002312
0.478940,0.000042001,0.000002319
0.478850,0.000042258,0.000002326
0.478780,0.000042514,0.000002333
0.478620,0.000042770,0.000002340
0.478500,0.000043026,0.000002347
0.478480,0.000043282,0.000002354
0.478340,0.000043538,0.000002361
0.478220,0.000043794,0.000002368
0.478080,0.000044050,0.000002375
0.478010,0.000044306,0.000002382
0.477880,0.000044563,0.000002389
0.477720,0.000044819,0.000002396
0.477640,0.000045075,0.000002402
0.477600,0.000045331,0.000002409
0.477400,0.000045587,0.000002416
0.477350,0.000045843,0.000002423
0.477230,0.000046099,0.000002430
0.477110,0.000046355,0.000002436
0.477000,0.000046611,0.000002443
0.476820,0.000046868,0.000002450
0.476600,0.000047124,0.000002456
0.476500,0.000047380,0.000002463
0.476390,0.000047636,0.000002470
0.476320,0.000047892,0.000002476
0.476230,0.000048148,0.000002483
0.476150,0.000048404,0.000002490
0.476060,0.000048660,0.000002496
0.475890,0.000048916,0.000002503
0.475870,0.000049172,0.000002509
0.475740,0.000049429,0.000002516
0.475590,0.000049685,0.000002522
0.475430,0.000049941,0.000002529
0.475330,0.000050197,0.000002535
0.475240,0.000050453,0.000002542
0.475130,0.000050709,0.000002548
0.475000,0.000050965,0.000002555
0.474940,0.000051221,0.000002561
0.474830,0.000051477,0.000002567
0.474740,0.000051734,0.000002574
0.474650,0.000051990,0.000002580
0.474600,0.000052246,0.000002586
0.474520,0.000052502,0.000002593
0.474420,0.000052758,0.000002599
0.474170,0.000053014,0.000002605
0.474040,0.000053270,0.000002612
0.473950,0.000053526,0.000002618
0.473850,0.000053782,0.000002624
0.473780,0.000054038,0.000002630
0.473700,0.000054295,0.000002637
0.473470,0.000054551,0.000002643
0.473420,0.000054807,0.000002649
0.473280,0.000055063,0.000002655
0.473130,0.000055319,0.000002661
0.473070,0.000055575,0.000002668
0.473020,0.000055831,0.000002674
0.472890,0.000056087,0.000002680
0.472830,0.000056343,0.000002686
0.472780,0.000056600,0.000002692
0.472700,0.000056856,0.000002698
0.472530,0.000057112,0.000002704
0.472450,0.000057368,0.000002710
0.472400,0.000057624,0.000002716
0.472290,0.000057880,0.000002722
0.472170,0.000058136,0.000002728
0.472100,0.000058392,0.000002734
0.472020,0.000058648,0.000002740
0.471900,0.000058905,0.000002746
0.471850,0.000059161,0.000002752
0.471760,0.000059417,0.000002758
0.471690,0.000059673,0.000002764
0.471620,0.000059929,0.000002770
0.471580,0.000060185,0.000002776
0.471490,0.000060441,0.000002782
0.471430,0.000060697,0.000002788
0.471340,0.000060953,0.000002794
0.471280,0.000061209,0.000002800
0.471210,0.000061466,0.000002805
0.471090,0.000061722,0.000002811
0.470990,0.000061978,0.000002817
0.470880,0.000062234,0.000002823
0.470790,0.000062490,0.000002829
0.470710,0.000062746,0.000002834
0.470660,0.000063002,0.000002840
0.470510,0.000063258,0.000002846
0.470400,0.000063514,0.000002852
0.470210,0.000063771,0.000002858
0.470110,0.000064027,0.000002863
0.470010,0.000064283,0.000002869
0.469920,0.000064539,0.000002875
0.469810,0.000064795,0.000002880
0.469750,0.000065051,0.000002886
0.469670,0.000065307,0.000002892
0.469580,0.000065563,0.000002897
0.469500,0.000065819,0.000002903
0.469430,0.000066076,0.000002909
0.469390,0.000066332,0.000002914
0.469320,0.000066588,0.000002920
0.469230,0.000066844,0.000002926
0.469200,0.000067100,0.000002931
0.469120,0.000067356,0.000002937
0.469050,0.000067612,0.000002942
0.468900,0.000067868,0.000002948
0.468820,0.000068124,0.000002953
0.468770,0.000068380,0.000002959
0.468700,0.000068637,0.000002965
0.468670,0.000068893,0.000002970
0.468590,0.000069149,0.000002976
0.468480,0.000069405,0.000002981
0.468400,0.000069661,0.000002987
0.468310,0.000069917,0.000002992
0.468250,0.000070173,0.000002998
0.468190,0.000070429,0.000003003
0.468080,0.000070685,0.000003008
0.467990,0.000070942,0.000003014
0.467930,0.000071198,0.000003019
0.467910,0.000071454,0.000003025
0.467860,0.000071710,0.000003030
0.467830,0.000071966,0.000003036
0.467760,0.000072222,0.000003041
0.467630,0.000072478,0.000003046
0.467570,0.000072734,0.000003052
0.467480,0.000072990,0.000003057
0.467380,0.000073246,0.000003062
0.467320,0.000073503,0.000003068
0.467260,0.000073759,0.000003073
0.467220,0.000074015,0.000003078
0.467080,0.000074271,0.000003084
0.467010,0.000074527,0.000003089
0.466920,0.000074783,0.000003094
0.466790,0.000075039,0.000003100
0.466730,0.000075295,0.000003105
0.466650,0.000075551,0.000003110
0.466540,0.000075808,0.000003116
0.466490,0.000076064,0.000003121
0.466410,0.000076320,0.000003126
0.466360,0.000076576,0.000003131
0.466270,0.000076832,0.000003137
0.466170,0.000077088,0.000003142
0.466100,0.000077344,0.000003147
0.466040,0.000077600,0.000003152
0.465970,0.000077856,0.000003157
0.465900,0.000078113,0.000003163
0.465800,0.000078369,0.000003168
0.465720,0.000078625,0.000003173
0.465670,0.000078881,0.000003178
0.465600,0.000079137,0.000003183
0.465510,0.000079393,0.000003188
0.465430,0.000079649,0.000003194
0.465360,0.000079905,0.000003199
0.465300,0.000080161,0.000003204
0.465240,0.000080417,0.000003209
0.465180,0.000080674,0.000003214
0.465110,0.000080930,0.000003219
0.465010,0.000081186,0.000003224
0.464910,0.000081442,0.000003229
0.464840,0.000081698,0.000003234
0.464750,0.000081954,0.000003239
0.464690,0.000082210,0.000003244
0.464620,0.000082466,0.000003249
0.464570,0.000082722,0.000003255
0.464550,0.000082979,0.000003260
0.464440,0.000083235,0.000003265
0.464420,0.000083491,0.000003270
0.464390,0.000083747,0.000003275
0.464370,0.000084003,0.000003280
0.464320,0.000084259,0.000003285
0.464290,0.000084515,0.000003290
0.464270,0.000084771,0.000003295
0.464230,0.000085027,0.000003300
0.464170,0.000085284,0.000003305
0.464120,0.000085540,0.000003309
0.464040,0.000085796,0.000003314
0.464020,0.000086052,0.000003319
0.463940,0.000086308,0.000003324
0.463900,0.000086564,0.000003329
0.463790,0.000086820,0.000003334
0.463700,0.000087076,0.000003339
0.463680,0.000087332,0.000003344
0.463610,0.000087588,0.000003349
0.463520,0.000087845,0.000003354
0.463420,0.000088101,0.000003359
0.463340,0.000088357,0.000003364
0.463310,0.000088613,0.000003368
0.463230,0.000088869,0.000003373
0.463190,0.000089125,0.000003378
0.463130,0.000089381,0.000003383
0.463050,0.000089637,0.000003388
0.463010,0.000089893,0.000003393
0.462930,0.000090150,0.000003397
0.462880,0.000090406,0.000003402
0.462820,0.000090662,0.000003407
0.462800,0.000090918,0.000003412
0.462720,0.000091174,0.000003417
0.462710,0.000091430,0.000003422
0.462680,0.000091686,0.000003426
0.462660,0.000091942,0.000003431
0.462620,0.000092198,0.000003436
0.462520,0.000092454,0.000003441
0.462470,0.000092711,0.000003445
0.462400,0.000092967,0.000003450
0.462390,0.000093223,0.000003455
0.462320,0.000093479,0.000003460
0.462220,0.000093735,0.000003464
0.462140,0.000093991,0.000003469
0.462040,0.000094247,0.000003474
0.462000,0.000094503,0.000003479
0.461960,0.000095016,0.000003488
0.461920,0.000095272,0.000003493
0.461860,0.000095528,0.000003497
0.461790,0.000095784,0.000003502
0.461770,0.000096040,0.000003507
0.461720,0.000096296,0.000003511
0.461650,0.000096552,0.000003516
0.461600,0.000096808,0.000003521
0.461530,0.000097064,0.000003525
0.461410,0.000097321,0.000003530
0.461350,0.000097577,0.000003535
0.461290,0.000097833,0.000003539
0.461240,0.000098089,0.000003544
0.461170,0.000098345,0.000003549
0.461100,0.000098601,0.000003553
0.461010,0.000098857,0.000003558
0.460910,0.000099113,0.000003562
0.460820,0.000099369,0.000003567
0.460780,0.000099625,0.000003572
0.460730,0.000099882,0.000003576
0.460680,0.000100138,0.000003581
0.460610,0.000100394,0.000003585
0.460530,0.000100650,0.000003590
0.460470,0.000100906,0.000003594
0.460410,0.000101162,0.000003599
0.460390,0.000101418,0.000003604
0.460350,0.000101674,0.000003608
0.460280,0.000101930,0.000003613
0.460230,0.000102187,0.000003617
0.460180,0.000102443,0.000003622
0.460170,0.000102699,0.000003626
0.460100,0.000102955,0.000003631
0.460080,0.000103211,0.000003635
0.460020,0.000103467,0.000003640
0.459970,0.000103723,0.000003644
0.459930,0.000103979,0.000003649
0.459900,0.000104235,0.000003653
0.459840,0.000104492,0.000003658
0.459810,0.000104748,0.000003662
0.459700,0.000105004,0.000003667
0.459690,0.000105260,0.000003671
0.459660,0.000105516,0.000003676
0.459610,0.000105772,0.000003680
0.459580,0.000106028,0.000003685
0.459510,0.000106284,0.000003689
0.459500,0.000106540,0.000003693
0.459420,0.000106796,0.000003698
0.459300,0.000107053,0.000003702
0.459230,0.000107309,0.000003707
0.459190,0.000107565,0.000003711
0.459150,0.000107821,0.000003716
0.459070,0.000108077,0.000003720
0.459020,0.000108333,0.000003724
0.458980,0.000108589,0.000003729
0.458940,0.000108845,0.000003733
0.458920,0.000109101,0.000003738
0.458880,0.000109358,0.000003742
0.458810,0.000109614,0.000003746
0.458760,0.000109870,0.000003751
0.458730,0.000110126,0.000003755
0.458690,0.000110382,0.000003759
0.458590,0.000110638,0.000003764
0.458570,0.000110894,0.000003768
0.458460,0.000111150,0.000003772
0.458370,0.000111406,0.000003777
0.458310,0.000111662,0.000003781
0.458260,0.000111919,0.000003785
0.458210,0.000112175,0.000003790
0.458170,0.000112431,0.000003794
0.458130,0.000112687,0.000003798
0.458080,0.000112943,0.000003803
0.458040,0.000113199,0.000003807
0.457990,0.000113455,0.000003811
0.457950,0.000113711,0.000003816
0.457920,0.000113967,0.000003820
0.457900,0.000114224,0.000003824
0.457890,0.000114480,0.000003829
0.457870,0.000114736,0.000003833
0.457840,0.000114992,0.000003837
0.457800,0.000115248,0.000003841
0.457750,0.000115504,0.000003846
0.457700,0.000115760,0.000003850
0.457660,0.000116016,0.000003854
0.457600,0.000116272,0.000003858
0.457560,0.000116529,0.000003863
0.457490,0.000116785,0.000003867
0.457470,0.000117041,0.000003871
0.457440,0.000117297,0.000003875
0.457420,0.000117553,0.000003880
0.457410,0.000117809,0.000003884
0.457340,0.000118065,0.000003888
0.457270,0.000118321,0.000003892
0.457220,0.000118577,0.000003896
0.457170,0.000118833,0.000003901
0.457120,0.000119090,0.000003905
0.457070,0.000119346,0.000003909
0.457020,0.000119602,0.000003913
0.456960,0.000119858,0.000003917
0.456910,0.000120114,0.000003922
0.456830,0.000120370,0.000003926
0.456770,0.000120626,0.000003930
0.456720,0.000120882,0.000003934
0.456660,0.000121138,0.000003938
0.456630,0.000121395,0.000003942
0.456620,0.000121651,0.000003947
0.456540,0.000121907,0.000003951
0.456520,0.000122163,0.000003955
0.456480,0.000122419,0.000003959
0.456450,0.000122675,0.000003963
0.456440,0.000122931,0.000003967
0.456420,0.000123187,0.000003971
0.456330,0.000123443,0.000003976
0.456310,0.000123700,0.000003980
0.456230,0.000123956,0.000003984
0.456200,0.000124212,0.000003988
0.456170,0.000124468,0.000003992
0.456130,0.000124724,0.000003996
0.456120,0.000124980,0.000004000
0.456090,0.000125236,0.000004004
0.456050,0.000125492,0.000004008
0.456000,0.000125748,0.000004013
0.455960,0.000126004,0.000004017
0.455930,0.000126261,0.000004021
0.455900,0.000126517,0.000004025
0.455850,0.000126773,0.000004029
0.455810,0.000127029,0.000004033
0.455770,0.000127285,0.000004037
0.455740,0.000127541,0.000004041
0.455710,0.000127797,0.000004045
0.455640,0.000128053,0.000004049
0.455610,0.000128309,0.000004053
0.455550,0.000128566,0.000004057
0.455530,0.000128822,0.000004061
0.455490,0.000129078,0.000004065
0.455440,0.000129334,0.000004069
0.455340,0.000129590,0.000004073
0.455320,0.000129846,0.000004077
0.455250,0.000130102,0.000004081
0.455230,0.000130358,0.000004085
0.455210,0.000130614,0.000004089
0.455150,0.000130870,0.000004093
0.455120,0.000131127,0.000004097
0.455070,0.000131383,0.000004101
0.455050,0.000131639,0.000004105
0.455000,0.000131895,0.000004109
0.454940,0.000132151,0.000004113
0.454910,0.000132407,0.000004117
0.454900,0.000132663,0.000004121
0.454880,0.000132919,0.000004125
0.454830,0.000133175,0.000004129
0.454770,0.000133432,0.000004133
0.454730,0.000133688,0.000004137
0.454690,0.000133944,0.000004141
0.454660,0.000134200,0.000004145
0.454610,0.000134456,0.000004149
0.454570,0.000134712,0.000004153
0.454520,0.000134968,0.000004157
0.454470,0.000135224,0.000004161
0.454420,0.000135480,0.000004165
0.454380,0.000135737,0.000004169
0.454350,0.000135993,0.000004173
0.454300,0.000136249,0.000004177
0.454260,0.000136505,0.000004181
0.454210,0.000136761,0.000004185
0.454180,0.000137017,0.000004188
0.454150,0.000137273,0.000004192
0.454120,0.000137529,0.000004196
0.454080,0.000137785,0.000004200
0.454050,0.000138041,0.000004204
0.454010,0.000138298,0.000004208
0.453980,0.000138554,0.000004212
0.453930,0.000138810,0.000004216
0.453910,0.000139066,0.000004220
0.453860,0.000139322,0.000004224
0.453850,0.000139578,0.000004227
0.453840,0.000139834,0.000004231
0.453810,0.000140090,0.000004235
0.453790,0.000140346,0.000004239
0.453770,0.000140603,0.000004243
0.453730,0.000140859,0.000004247
0.453710,0.000141115,0.000004251
0.453670,0.000141371,0.000004254
0.453640,0.000141627,0.000004258
0.453590,0.000141883,0.000004262
0.453560,0.000142139,0.000004266
0.453550,0.000142395,0.000004270
0.453480,0.000142651,0.000004274
0.453440,0.000142908,0.000004278
0.453420,0.000143164,0.000004281
0.453360,0.000143420,0.000004285
0.453310,0.000143676,0.000004289
0.453290,0.000143932,0.000004293
0.453260,0.000144444,0.000004300
0.453210,0.000144700,0.000004304
0.453190,0.000144956,0.000004308
0.453090,0.000145212,0.000004312
0.453040,0.000145469,0.000004316
0.453010,0.000145725,0.000004319
0.452930,0.000145981,0.000004323
0.452870,0.000146237,0.000004327
0.452810,0.000146493,0.000004331
0.452760,0.000146749,0.000004335
0.452710,0.000147005,0.000004338
0.452680,0.000147261,0.000004342
0.452630,0.000147517,0.000004346
0.452580,0.000147774,0.000004350
0.452530,0.000148030,0.000004353
0.452490,0.000148286,0.000004357
0.452450,0.000148542,0.000004361
0.452430,0.000148798,0.000004365
0.452400,0.000149054,0.000004369
0.452340,0.000149310,0.000004372
0.452320,0.000149566,0.000004376
0.452300,0.000149822,0.000004380
0.452270,0.000150078,0.000004384
0.452240,0.000150335,0.000004387
0.452220,0.000150591,0.000004391
0.452200,0.000150847,0.000004395
0.452170,0.000151103,0.000004398
0.452110,0.000151359,0.000004402
0.452070,0.000151615,0.000004406
0.452050,0.000151871,0.000004410
0.452020,0.000152127,0.000004413
0.452000,0.000152383,0.000004417
0.451920,0.000152640,0.000004421
0.451850,0.000152896,0.000004424
0.451800,0.000153152,0.000004428
0.451780,0.000153408,0.000004432
0.451740,0.000153664,0.000004436
0.451640,0.000153920,0.000004439
0.451590,0.000154176,0.000004443
0.451550,0.000154432,0.000004447
0.451510,0.000154688,0.000004450
0.451490,0.000154945,0.000004454
0.451460,0.000155201,0.000004458
0.451400,0.000155457,0.000004461
0.451360,0.000155713,0.000004465
0.451310,0.000155969,0.000004469
0.451240,0.000156225,0.000004472
0.451210,0.000156481,0.000004476
0.451170,0.000156737,0.000004480
0.451160,0.000156993,0.000004483
0.451120,0.000157249,0.000004487
0.451100,0.000157506,0.000004491
0.451080,0.000157762,0.000004494
0.451060,0.000158018,0.000004498
0.451030,0.000158274,0.000004502
0.450990,0.000158530,0.000004505
0.450960,0.000158786,0.000004509
0.450950,0.000159042,0.000004512
0.450920,0.000159298,0.000004516
0.450900,0.000159554,0.000004520
0.450870,0.000159811,0.000004523
0.450840,0.000160067,0.000004527
0.450820,0.000160323,0.000004531
0.450790,0.000160835,0.000004538
0.450740,0.000161091,0.000004541
0.450700,0.000161347,0.000004545
0.450640,0.000161603,0.000004549
0.450610,0.000161859,0.000004552
0.450590,0.000162115,0.000004556
0.450580,0.000162372,0.000004559
0.450540,0.000162628,0.000004563
0.450500,0.000162884,0.000004567
0.450470,0.000163140,0.000004570
0.450440,0.000163396,0.000004574
0.450390,0.000163652,0.000004577
0.450330,0.000163908,0.000004581
0.450320,0.000164164,0.000004585
0.450270,0.000164420,0.000004588
0.450240,0.000164677,0.000004592
0.450210,0.000164933,0.000004595
0.450180,0.000165189,0.000004599
0.450140,0.000165445,0.000004602
0.450090,0.000165701,0.000004606
0.450060,0.000165957,0.000004610
0.450040,0.000166213,0.000004613
0.450010,0.000166469,0.000004617
0.449990,0.000166725,0.000004620
0.449940,0.000166982,0.000004624
0.449870,0.000167238,0.000004627
0.449810,0.000167494,0.000004631
0.449780,0.000167750,0.000004634
0.449740,0.000168006,0.000004638
0.449720,0.000168518,0.000004645
0.449700,0.000168774,0.000004648
0.449680,0.000169030,0.000004652
0.449630,0.000169286,0.000004656
0.449580,0.000169543,0.000004659
0.449560,0.000169799,0.000004663
0.449530,0.000170055,0.000004666
0.449520,0.000170311,0.000004670
0.449480,0.000170567,0.000004673
0.449460,0.000170823,0.000004677
0.449430,0.000171079,0.000004680
0.449400,0.000171335,0.000004684
0.449370,0.000171591,0.000004687
0.449350,0.000171848,0.000004691
0.449310,0.000172104,0.000004694
0.449270,0.000172360,0.000004698
0.449250,0.000172616,0.000004701
0.449230,0.000172872,0.000004705
0.449200,0.000173128,0.000004708
0.449170,0.000173640,0.000004715
0.449130,0.000173896,0.000004718
0.449100,0.000174153,0.000004722
0.449070,0.000174409,0.000004725
0.449030,0.000174665,0.000004729
0.448970,0.000175177,0.000004736
0.448930,0.000175433,0.000004739
0.448910,0.000175689,0.000004743
0.448890,0.000175945,0.000004746
0.448830,0.000176201,0.000004750
0.448790,0.000176457,0.000004753
0.448750,0.000176714,0.000004757
0.448710,0.000176970,0.000004760
0.448700,0.000177226,0.000004763
0.448670,0.000177482,0.000004767
0.448660,0.000177738,0.000004770
0.448650,0.000177994,0.000004774
0.448610,0.000178250,0.000004777
0.448570,0.000178506,0.000004781
0.448540,0.000178762,0.000004784
0.448500,0.000179019,0.000004787
0.448440,0.000179275,0.000004791
0.448390,0.000179531,0.000004794
0.448360,0.000179787,0.000004798
0.448330,0.000180043,0.000004801
0.448320,0.000180299,0.000004805
0.448290,0.000180555,0.000004808
0.448270,0.000180811,0.000004811
0.448250,0.000181067,0.000004815
0.448210,0.000181323,0.000004818
0.448180,0.000181580,0.000004822
0.448130,0.000181836,0.000004825
0.448110,0.000182092,0.000004828
0.448060,0.000182348,0.000004832
0.448010,0.000182604,0.000004835
0.447990,0.000182860,0.000004839
0.447940,0.000183116,0.000004842
0.447920,0.000183372,0.000004845
0.447910,0.000183628,0.000004849
0.447880,0.000183885,0.000004852
0.447860,0.000184141,0.000004855
0.447850,0.000184397,0.000004859
0.447810,0.000184653,0.000004862
0.447750,0.000184909,0.000004866
0.447730,0.000185165,0.000004869
0.447700,0.000185421,0.000004872
0.447660,0.000185677,0.000004876
0.447600,0.000185933,0.000004879
0.447570,0.000186190,0.000004882
0.447530,0.000186446,0.000004886
0.447490,0.000186702,0.000004889
0.447470,0.000186958,0.000004892
0.447460,0.000187214,0.000004896
0.447410,0.000187470,0.000004899
0.447390,0.000187726,0.000004902
0.447380,0.000187982,0.000004906
0.447360,0.000188238,0.000004909
0.447350,0.000188494,0.000004913
0.447340,0.000188751,0.000004916
0.447290,0.000189007,0.000004919
0.447250,0.000189263,0.000004923
0.447190,0.000189519,0.000004926
0.447160,0.000189775,0.000004929
0.447120,0.000190031,0.000004932
0.447070,0.000190287,0.000004936
0.447050,0.000190543,0.000004939
0.447020,0.000190799,0.000004942
0.447000,0.000191056,0.000004946
0.446990,0.000191312,0.000004949
0.446960,0.000191568,0.000004952
0.446910,0.000191824,0.000004956
0.446880,0.000192080,0.000004959
0.446850,0.000192336,0.000004962
0.446840,0.000192592,0.000004966
0.446800,0.000192848,0.000004969
0.446770,0.000193104,0.000004972
0.446740,0.000193361,0.000004976
0.446720,0.000193617,0.000004979
0.446690,0.000193873,0.000004982
0.446680,0.000194129,0.000004985
0.446640,0.000194385,0.000004989
0.446630,0.000194641,0.000004992
0.446610,0.000194897,0.000004995
0.446580,0.000195153,0.000004999
0.446550,0.000195409,0.000005002
0.446530,0.000195665,0.000005005
0.446510,0.000195922,0.000005008
0.446480,0.000196178,0.000005012
0.446410,0.000196434,0.000005015
0.446380,0.000196690,0.000005018
0.446350,0.000196946,0.000005021
0.446290,0.000197202,0.000005025
0.446280,0.000197458,0.000005028
0.446250,0.000197714,0.000005031
0.446200,0.000197970,0.000005034
0.446170,0.000198227,0.000005038
0.446150,0.000198483,0.000005041
0.446120,0.000198739,0.000005044
0.446080,0.000198995,0.000005047
0.446050,0.000199251,0.000005051
0.446020,0.000199507,0.000005054
0.445990,0.000199763,0.000005057
0.445950,0.000200019,0.000005060
0.445920,0.000200275,0.000005064
0.445900,0.000200788,0.000005070
0.445860,0.000201044,0.000005073
0.445850,0.000201300,0.000005077
0.445820,0.000201556,0.000005080
0.445790,0.000201812,0.000005083
0.445760,0.000202068,0.000005086
0.445730,0.000202324,0.000005090
0.445720,0.000202580,0.000005093
0.445690,0.000202836,0.000005096
0.445670,0.000203093,0.000005099
0.445640,0.000203349,0.000005102
0.445620,0.000203605,0.000005106
0.445600,0.000203861,0.000005109
0.445560,0.000204117,0.000005112
0.445530,0.000204373,0.000005115
0.445490,0.000204629,0.000005118
